#mt_dcx   mt    pourcentage

23                         56         0.0264
23                         57         0.0003
23                         58         0.0051
23                         59         0.0092
23                         60         0.0200
23                         61         0.0017
23                         62         0.0050
23                         63         0.0013
23                         64         0.0039
23                         65         0.0008
23                         66         0.0036
23                         67         0.0000
23                         68         0.0003
23                         69         0.0000
23                         70         0.0012
23                         71         0.0045
23                         72         0.0044
23                         73         0.0001
23                         74         0.0001
23                         75         0.0082
23                         76         0.0026
23                         77         0.0001
23                         78         0.0002
23                         79         0.0007
23                         80         0.0078
23                         81         0.0000
23                         82         0.0005
23                         83         0.0006
23                         84         0.0023
23                         85         0.0004
23                         86         0.0012
23                         87         0.0012
23                         88         0.0005
23                         89         0.0027
23                         90         0.0002
23                         91         0.0001
23                         92         0.0003
23                         93         0.0004
23                         94         0.0003
23                         95         0.0052
23                         96         0.0027
23                         97         0.0081
23                         98         0.0000
23                         99         0.0000
23                         100         0.0135
23                         101         0.0021
23                         102         0.0006
23                         103         0.0001
23                         104         0.0013
23                         105         0.0008

24                         0         100.0000
24                         1         0.0000
24                         2         0.0395
24                         3         0.0000
24                         4         0.0000
24                         5         0.0045
24                         6         0.0007
24                         7         0.0003
24                         8         0.0035
24                         9         0.0004
24                         10         0.0127
24                         11         0.0023
24                         12         0.0032
24                         13         0.0199
24                         14         0.1400
24                         15         0.0106
24                         16         0.0723
24                         17         0.1881
24                         18         0.6767
24                         19         0.0002
24                         20         0.0034
24                         21         3.4676
24                         22         23.2630
24                         23         20.6520
24                         24         0.4270
24                         25         1.6465
24                         26         34.2818
24                         27         4.3191
24                         28         6.1397
24                         29         0.2731
24                         30         0.0356
24                         31         1.8884
24                         32         0.2974
24                         33         0.0001
24                         34         0.1610
24                         35         0.1716
24                         36         0.1575
24                         37         0.0605
24                         38         0.5021
24                         39         0.1297
24                         40         0.0092
24                         41         0.0595
24                         42         0.0000
24                         43         0.0026
24                         44         0.0743
24                         45         0.0013
24                         46         0.0229
24                         47         0.0494
24                         48         0.0890
24                         49         0.0065
24                         50         0.0002
24                         51         0.0379
24                         52         0.0038
24                         53         0.0038
24                         54         0.0198
24                         55         0.0002
24                         56         0.0002
24                         57         0.0010
24                         58         0.0013
24                         59         0.0048
24                         60         0.0015
24                         61         0.0019
24                         62         0.0001
24                         63         0.0101
24                         64         0.0199
24                         65         0.0028
24                         66         0.0067
24                         67         0.0002
24                         68         0.0132
24                         69         0.0078
24                         70         0.0014
24                         71         0.0154
24                         72         0.0008
24                         73         0.0089
24                         74         0.0053
24                         75         0.0103
24                         76         0.0526
24                         77         0.0007
24                         78         0.0118
24                         79         0.0073
24                         80         0.0022
24                         81         0.0146
24                         82         0.0410
24                         83         0.0103
24                         84         0.0045
24                         85         0.0036
24                         86         0.0026
24                         87         0.0053
24                         88         0.0037
24                         89         0.0100
24                         90         0.0081
24                         91         0.0096
24                         92         0.0000
24                         93         0.0000
24                         94         0.0001
24                         95         0.0001
24                         96         0.0024
24                         97         0.0003
24                         98         0.0000
24                         99         0.0044
24                         100         0.0001
24                         101         0.0004
24                         102         0.0000
24                         103         0.0006
24                         104         0.0000
24                         105         0.0046

25                         0         100.0000
25                         1         0.0074
25                         2         0.0103
25                         3         0.0009
25                         4         0.0023
25                         5         0.0031
25                         6         0.0002
25                         7         0.0003
25                         8         0.0009
25                         9         0.0001
25                         10         0.0005
25                         11         0.0009
25                         12         0.0011
25                         13         0.0011
25                         14         0.1461
25                         15         0.0268
25                         16         0.1111
25                         17         0.0907
25                         18         0.3610
25                         19         0.2849
25                         20         0.5685
25                         21         3.8259
25                         22         33.6922
25                         23         1.8761
25                         24         0.0257
25                         25         5.4696
25                         26         22.7150
25                         27         10.3695
25                         28         6.3918
25                         29         8.0528
25                         30         1.1040
25                         31         0.9134
25                         32         0.0679
25                         33         0.1378
25                         34         0.1393
25                         35         0.7493
25                         36         0.3849
25                         37         0.7442
25                         38         0.1665
25                         39         0.2733
25                         40         0.0082
25                         41         0.1937
25                         42         0.0659
25                         43         0.0744
25                         44         0.0032
25                         45         0.0040
25                         46         0.0012
25                         47         0.0281
25                         48         0.0014
25                         49         0.0038
25                         50         0.0047
25                         51         0.0026
25                         52         0.0038
25                         53         0.0007
25                         54         0.0005
25                         55         0.0044
25                         56         0.0131
25                         57         0.0000
25                         58         0.0192
25                         59         0.0025
25                         60         0.0001
25                         61         0.0034
25                         62         0.0077
25                         63         0.0021
25                         64         0.0001
25                         65         0.0054
25                         66         0.0045
25                         67         0.0070
25                         68         0.0372
25                         69         0.0103
25                         70         0.0005
25                         71         0.0498
25                         72         0.0008
25                         73         0.0008
25                         74         0.0026
25                         75         0.0165
25                         76         0.1072
25                         77         0.0002
25                         78         0.0249
25                         79         0.0078
25                         80         0.0034
25                         81         0.0215
25                         82         0.0537
25                         83         0.0017
25                         84         0.0128
25                         85         0.0148
25                         86         0.0067
25                         87         0.0102
25                         88         0.0026
25                         89         0.0026
25                         90         0.0084
25                         91         0.0128
25                         92         0.0065
25                         93         0.0004
25                         94         0.0019
25                         95         0.0008
25                         96         0.0073
25                         97         0.0037
25                         98         0.0026
25                         99         0.0028
25                         100         0.0038
25                         101         0.0240
25                         102         0.0000
25                         103         0.0003
25                         104         0.0216
25                         105         0.0062

26                         0         100.0000
26                         1         0.0050
26                         2         0.0011
26                         3         0.0025
26                         4         0.0004
26                         5         0.0013
26                         6         0.0007
26                         7         0.0002
26                         8         0.0003
26                         9         0.0158
26                         10         0.0025
26                         11         0.0012
26                         12         0.0560
26                         13         0.0253
26                         14         0.0076
26                         15         0.1199
26                         16         0.0157
26                         17         2.0802
26                         18         0.0028
26                         19         0.0596
26                         20         1.5735
26                         21         0.1067
26                         22         1.9262
26                         23         0.0549
26                         24         0.8038
26                         25         0.0211
26                         26         20.4077
26                         27         0.6191
26                         28         57.6731
26                         29         4.1857
26                         30         1.2275
26                         31         7.4698
26                         32         0.0371
26                         33         0.0793
26                         34         0.0193
26                         35         0.3362
26                         36         0.0642
26                         37         0.0004
26                         38         0.0082
26                         39         0.0752
26                         40         0.0538
26                         41         0.0034
26                         42         0.0264
26                         43         0.1476
26                         44         0.0563
26                         45         0.0123
26                         46         0.0093
26                         47         0.0181
26                         48         0.0456
26                         49         0.0051
26                         50         0.0001
26                         51         0.0128
26                         52         0.0025
26                         53         0.0074
26                         54         0.0057
26                         55         0.0050
26                         56         0.0011
26                         57         0.0143
26                         58         0.0177
26                         59         0.0016
26                         60         0.0096
26                         61         0.0041
26                         62         0.0141
26                         63         0.0000
26                         64         0.0007
26                         65         0.0001
26                         66         0.0033
26                         67         0.0012
26                         68         0.0115
26                         69         0.0002
26                         70         0.0036
26                         71         0.0000
26                         72         0.0001
26                         73         0.0091
26                         74         0.0005
26                         75         0.0072
26                         76         0.0098
26                         77         0.0001
26                         78         0.0042
26                         79         0.0014
26                         80         0.0013
26                         81         0.0000
26                         82         0.0005
26                         83         0.0000
26                         84         0.0252
26                         85         0.0010
26                         86         0.0006
26                         87         0.0000
26                         88         0.0025
26                         89         0.0002
26                         90         0.0056
26                         91         0.0002
26                         92         0.0013
26                         93         0.0000
26                         94         0.0007
26                         95         0.0068
26                         96         0.0003
26                         97         0.0065
26                         98         0.0008
26                         99         0.0000
26                         100         0.0058
26                         101         0.0013
26                         102         0.0002
26                         103         0.0020
26                         104         0.0002
26                         105         0.0023

27                         0         100.0000
27                         1         0.0048
27                         2         0.0019
27                         3         0.0000
27                         4         0.0011
27                         5         0.0011
27                         6         0.0005
27                         7         0.0003
27                         8         0.0047
27                         9         0.0051
27                         10         0.0006
27                         11         0.0005
27                         12         0.0021
27                         13         0.0053
27                         14         0.2598
27                         15         0.1379
27                         16         0.0855
27                         17         0.2490
27                         18         0.0052
27                         19         1.0361
27                         20         0.0819
27                         21         0.0328
27                         22         8.9328
27                         23         10.3722
27                         24         2.0582
27                         25         0.5678
27                         26         0.0470
27                         27         4.3449
27                         28         13.7236
27                         29         34.9565
27                         30         5.1236
27                         31         15.2447
27                         32         0.0838
27                         33         0.0002
27                         34         0.4983
27                         35         0.0021
27                         36         0.1088
27                         37         0.2848
27                         38         0.3733
27                         39         0.0535
27                         40         0.0016
27                         41         0.0005
27                         42         0.0069
27                         43         0.1366
27                         44         0.1111
27                         45         0.0219
27                         46         0.1311
27                         47         0.0187
27                         48         0.0074
27                         49         0.0014
27                         50         0.0237
27                         51         0.0094
27                         52         0.0090
27                         53         0.0160
27                         54         0.0065
27                         55         0.0256
27                         56         0.0103
27                         57         0.0001
27                         58         0.0007
27                         59         0.0011
27                         60         0.0681
27                         61         0.0185
27                         62         0.0001
27                         63         0.0036
27                         64         0.0259
27                         65         0.0157
27                         66         0.0004
27                         67         0.0136
27                         68         0.0000
27                         69         0.0002
27                         70         0.0037
27                         71         0.0008
27                         72         0.0163
27                         73         0.0030
27                         74         0.0004
27                         75         0.0074
27                         76         0.0306
27                         77         0.0115
27                         78         0.0002
27                         79         0.0148
27                         80         0.0272
27                         81         0.0048
27                         82         0.0000
27                         83         0.0006
27                         84         0.0307
27                         85         0.0023
27                         86         0.0046
27                         87         0.0205
27                         88         0.0092
27                         89         0.0022
27                         90         0.0100
27                         91         0.0001
27                         92         0.0065
27                         93         0.0000
27                         94         0.0000
27                         95         0.0100
27                         96         0.0046
27                         97         0.0000
27                         98         0.0052
27                         99         0.0146
27                         100         0.0008
27                         101         0.0163
27                         102         0.0008
27                         103         0.0161
27                         104         0.0895
27                         105         0.0002

28                         0         100.0000
28                         1         0.0170
28                         2         0.0001
28                         3         0.0005
28                         4         0.0044
28                         5         0.0026
28                         6         0.0018
28                         7         0.0000
28                         8         0.0078
28                         9         0.0006
28                         10         0.0060
28                         11         0.0029
28                         12         0.0093
28                         13         0.0130
28                         14         0.0804
28                         15         0.0549
28                         16         0.0077
28                         17         0.2684
28                         18         0.0325
28                         19         0.1662
28                         20         0.0006
28                         21         0.8370
28                         22         0.0289
28                         23         5.2907
28                         24         1.1755
28                         25         0.0045
28                         26         1.3323
28                         27         6.7920
28                         28         0.9903
28                         29         13.7517
28                         30         61.6037
28                         31         3.4581
28                         32         0.1366
28                         33         0.0034
28                         34         1.2759
28                         35         0.2628
28                         36         0.3834
28                         37         0.0469
28                         38         0.6669
28                         39         0.2725
28                         40         0.0108
28                         41         0.0590
28                         42         0.0496
28                         43         0.0225
28                         44         0.0932
28                         45         0.0060
28                         46         0.0098
28                         47         0.0036
28                         48         0.0756
28                         49         0.0110
28                         50         0.0086
28                         51         0.0279
28                         52         0.0303
28                         53         0.0251
28                         54         0.0053
28                         55         0.0188
28                         56         0.0019
28                         57         0.0037
28                         58         0.0000
28                         59         0.0197
28                         60         0.0009
28                         61         0.0021
28                         62         0.0023
28                         63         0.0050
28                         64         0.0185
28                         65         0.0046
28                         66         0.0000
28                         67         0.0018
28                         68         0.0190
28                         69         0.0085
28                         70         0.0099
28                         71         0.0317
28                         72         0.0023
28                         73         0.0063
28                         74         0.0049
28                         75         0.0014
28                         76         0.0001
28                         77         0.0014
28                         78         0.0054
28                         79         0.0063
28                         80         0.0032
28                         81         0.0228
28                         82         0.0349
28                         83         0.0031
28                         84         0.0518
28                         85         0.0215
28                         86         0.0028
28                         87         0.0001
28                         88         0.0001
28                         89         0.0061
28                         90         0.0002
28                         91         0.0007
28                         92         0.0018
28                         93         0.0026
28                         94         0.0020
28                         95         0.0024
28                         96         0.0000
28                         97         0.0011
28                         98         0.0018
28                         99         0.0008
28                         100         0.0003
28                         101         0.0007
28                         102         0.0008
28                         103         0.0070
28                         104         0.0095
28                         105         0.0026

29                         0         100.0000
29                         1         0.0003
29                         2         0.0014
29                         3         0.0009
29                         4         0.0002
29                         5         0.0000
29                         6         0.0000
29                         7         0.0064
29                         8         0.0086
29                         9         0.0017
29                         10         0.0054
29                         11         0.0050
29                         12         0.0000
29                         13         0.0432
29                         14         0.1182
29                         15         0.2247
29                         16         0.0065
29                         17         0.0026
29                         18         0.0006
29                         19         0.1257
29                         20         0.0046
29                         21         0.1960
29                         22         0.0353
29                         23         6.4774
29                         24         0.1957
29                         25         0.1927
29                         26         0.0178
29                         27         1.4459
29                         28         0.6092
29                         29         34.9577
29                         30         5.4717
29                         31         46.2730
29                         32         0.8987
29                         33         0.3598
29                         34         0.0815
29                         35         0.4749
29                         36         0.1189
29                         37         0.2422
29                         38         0.0859
29                         39         0.2891
29                         40         0.0023
29                         41         0.0619
29                         42         0.0065
29                         43         0.0145
29                         44         0.0073
29                         45         0.1107
29                         46         0.0203
29                         47         0.0064
29                         48         0.0412
29                         49         0.0001
29                         50         0.0048
29                         51         0.0016
29                         52         0.0084
29                         53         0.0047
29                         54         0.0010
29                         55         0.0038
29                         56         0.0169
29                         57         0.0099
29                         58         0.0266
29                         59         0.0164
29                         60         0.0122
29                         61         0.0933
29                         62         0.0214
29                         63         0.0006
29                         64         0.0006
29                         65         0.0063
29                         66         0.0016
29                         67         0.0221
29                         68         0.0243
29                         69         0.0062
29                         70         0.0075
29                         71         0.0014
29                         72         0.0027
29                         73         0.0008
29                         74         0.0185
29                         75         0.0390
29                         76         0.0002
29                         77         0.0033
29                         78         0.0000
29                         79         0.0006
29                         80         0.0103
29                         81         0.0000
29                         82         0.0829
29                         83         0.0154
29                         84         0.0334
29                         85         0.0011
29                         86         0.0023
29                         87         0.0060
29                         88         0.0026
29                         89         0.0005
29                         90         0.0038
29                         91         0.0004
29                         92         0.0001
29                         93         0.0000
29                         94         0.0003
29                         95         0.0010
29                         96         0.0009
29                         97         0.0000
29                         98         0.0015
29                         99         0.0024
29                         100         0.0004
29                         101         0.0041
29                         102         0.0003
29                         103         0.0080
29                         104         0.0115
29                         105         0.0004

30                         0         100.0000
30                         1         0.0021
30                         2         0.0006
30                         3         0.0000
30                         4         0.0001
30                         5         0.0000
30                         6         0.0006
30                         7         0.0054
30                         8         0.0004
30                         9         0.0059
30                         10         0.0019
30                         11         0.0001
30                         12         0.0054
30                         13         0.0406
30                         14         0.0140
30                         15         0.0144
30                         16         0.0063
30                         17         0.0561
30                         18         0.0114
30                         19         1.0096
30                         20         0.2123
30                         21         1.7143
30                         22         9.8449
30                         23         37.3014
30                         24         2.3671
30                         25         2.9625
30                         26         3.7986
30                         27         0.7049
30                         28         6.5373
30                         29         0.1676
30                         30         12.7989
30                         31         12.6957
30                         32         0.0011
30                         33         0.0535
30                         34         0.7864
30                         35         0.1329
30                         36         0.3652
30                         37         0.0002
30                         38         1.6060
30                         39         0.2981
30                         40         0.1245
30                         41         0.0866
30                         42         0.1149
30                         43         0.5051
30                         44         0.6418
30                         45         0.4846
30                         46         0.0787
30                         47         0.0194
30                         48         0.0159
30                         49         0.0289
30                         50         0.0005
30                         51         0.0631
30                         52         0.3499
30                         53         0.0280
30                         54         0.0826
30                         55         0.0002
30                         56         0.0076
30                         57         0.0271
30                         58         0.0013
30                         59         0.0069
30                         60         0.0263
30                         61         0.0579
30                         62         0.0149
30                         63         0.0002
30                         64         0.0348
30                         65         0.0537
30                         66         0.0021
30                         67         0.0394
30                         68         0.0189
30                         69         0.0029
30                         70         0.0005
30                         71         0.0080
30                         72         0.0072
30                         73         0.0014
30                         74         0.0042
30                         75         0.0007
30                         76         0.0272
30                         77         0.0021
30                         78         0.0218
30                         79         0.0401
30                         80         0.0450
30                         81         0.2011
30                         82         0.0025
30                         83         0.0020
30                         84         0.0113
30                         85         0.0052
30                         86         0.0019
30                         87         0.0009
30                         88         0.0041
30                         89         0.0499
30                         90         0.0213
30                         91         0.0149
30                         92         0.0006
30                         93         0.0136
30                         94         0.0028
30                         95         0.0111
30                         96         0.0235
30                         97         0.0012
30                         98         0.0081
30                         99         0.0127
30                         100         0.0051
30                         101         0.0231
30                         102         0.0229
30                         103         0.0861
30                         104         0.3366
30                         105         0.0583

31                         0         100.0000
31                         1         0.0026
31                         2         0.0002
31                         3         0.0001
31                         4         0.0000
31                         5         0.0002
31                         6         0.0010
31                         7         0.0022
31                         8         0.0003
31                         9         0.0003
31                         10         0.0003
31                         11         0.0007
31                         12         0.0011
31                         13         0.0314
31                         14         0.0023
31                         15         0.0064
31                         16         0.0053
31                         17         0.0001
31                         18         0.0190
31                         19         0.4323
31                         20         0.2968
31                         21         0.5149
31                         22         0.1038
31                         23         0.5479
31                         24         0.0149
31                         25         0.5739
31                         26         8.7249
31                         27         56.7057
31                         28         1.2107
31                         29         0.5849
31                         30         5.4046
31                         31         6.8027
31                         32         1.3721
31                         33         6.0489
31                         34         4.2560
31                         35         0.7093
31                         36         0.7919
31                         37         0.1804
31                         38         0.0445
31                         39         0.0033
31                         40         0.0101
31                         41         0.1162
31                         42         0.1792
31                         43         0.1049
31                         44         0.2499
31                         45         0.1723
31                         46         0.0022
31                         47         0.3040
31                         48         0.0056
31                         49         0.0180
31                         50         0.0002
31                         51         0.1395
31                         52         1.0140
31                         53         0.0020
31                         54         0.0001
31                         55         0.0001
31                         56         0.0271
31                         57         0.0132
31                         58         0.0007
31                         59         0.0822
31                         60         0.0026
31                         61         0.0038
31                         62         0.0009
31                         63         0.0043
31                         64         0.0143
31                         65         0.0033
31                         66         0.0067
31                         67         0.0019
31                         68         0.0294
31                         69         0.0273
31                         70         0.0095
31                         71         0.0003
31                         72         0.0055
31                         73         0.0355
31                         74         0.0007
31                         75         0.0089
31                         76         0.0400
31                         77         0.0059
31                         78         0.0539
31                         79         0.0000
31                         80         0.0136
31                         81         0.0373
31                         82         0.1742
31                         83         0.0497
31                         84         0.0000
31                         85         0.0282
31                         86         0.0683
31                         87         0.1446
31                         88         0.0703
31                         89         0.0063
31                         90         0.0126
31                         91         0.0060
31                         92         0.0096
31                         93         0.0007
31                         94         0.0021
31                         95         0.0053
31                         96         0.0392
31                         97         0.0526
31                         98         0.0050
31                         99         0.0943
31                         100         0.0145
31                         101         0.0369
31                         102         0.0235
31                         103         0.0190
31                         104         0.0094
31                         105         0.3654

32                         0         100.0000
32                         1         0.0071
32                         2         0.0004
32                         3         0.0051
32                         4         0.0029
32                         5         0.0050
32                         6         0.0085
32                         7         0.0061
32                         8         0.0140
32                         9         0.0006
32                         10         0.0001
32                         11         0.0209
32                         12         0.0044
32                         13         0.0037
32                         14         0.0212
32                         15         0.0031
32                         16         0.0069
32                         17         0.4646
32                         18         0.4887
32                         19         0.0219
32                         20         0.0083
32                         21         0.2756
32                         22         0.0070
32                         23         0.0063
32                         24         0.0544
32                         25         0.0031
32                         26         0.0014
32                         27         1.3239
32                         28         0.0024
32                         29         0.2349
32                         30         1.8163
32                         31         0.0326
32                         32         87.3252
32                         33         0.0345
32                         34         1.8148
32                         35         0.2698
32                         36         2.4790
32                         37         0.0678
32                         38         0.0157
32                         39         0.0515
32                         40         0.2695
32                         41         0.7669
32                         42         0.0131
32                         43         0.0031
32                         44         0.0389
32                         45         0.0650
32                         46         0.0140
32                         47         0.0024
32                         48         0.0315
32                         49         0.1771
32                         50         0.0184
32                         51         0.0353
32                         52         0.1995
32                         53         0.0368
32                         54         0.0444
32                         55         0.0319
32                         56         0.0150
32                         57         0.0117
32                         58         0.0741
32                         59         0.0155
32                         60         0.0083
32                         61         0.0012
32                         62         0.0020
32                         63         0.0106
32                         64         0.2099
32                         65         0.0006
32                         66         0.0219
32                         67         0.0110
32                         68         0.0022
32                         69         0.0004
32                         70         0.0303
32                         71         0.0000
32                         72         0.0007
32                         73         0.0001
32                         74         0.0001
32                         75         0.0009
32                         76         0.0001
32                         77         0.0004
32                         78         0.0063
32                         79         0.0005
32                         80         0.0001
32                         81         0.0008
32                         82         0.0057
32                         83         0.0086
32                         84         0.0299
32                         85         0.0571
32                         86         0.0005
32                         87         0.0009
32                         88         0.0132
32                         89         0.0008
32                         90         0.0039
32                         91         0.0225
32                         92         0.0004
32                         93         0.0001
32                         94         0.0000
32                         95         0.0038
32                         96         0.0201
32                         97         0.0240
32                         98         0.0076
32                         99         0.0060
32                         100         0.0003
32                         101         0.0011
